gene,name,human_log2FC,human_padj,rhesus_log2FC,rhesus_padj,rat_log2FC,rat_padj,mouse_log2FC,mouse_padj,divergence,TFBM,H3K4_length,TATA,CGI,DM_unst,DM_pIC4,DM_pIC2,DM_pIC8,cytokines_and_chemokines,cytokines_receptors,transcription_factors,kinases_and_phosphatases,dNdS_29M,gain_loss_rate_pval,age_PTHR7_wagner,cellular_PPIs,viral_PPIs,viral_immunomodulators_PPI
ENSG00000104951,IL4I1,3.28509245583881,3.07e-07,0.383328195328491,0.007325386937906,0.617089385611526,0.487474822088777,2.03191296402065,0.077854113646902,1.05267089770976,515,2877,0,NA,NA,NA,NA,NA,0,0,0,0,0.21,0,6,0,1,0
ENSG00000213398,LCAT,1.95452289809244,3.18e-07,1.40226825657457,4.15e-06,1.41900842237871,0.003438821847899,2.77966037717801,1.86e-07,-0.333685208943635,NA,NA,0,NA,NA,0.199853741733987,NA,NA,0,0,0,0,0.14,0.891,5,27,0,0
ENSG00000130827,PLXNA3,0.839799949073514,3.28e-07,0.826172527529802,0.000196948007089,0.149501080666497,0.887970399720441,-0.13006687674777,0.862098200379182,-0.3604562867678,788,3837,11.1389,400,NA,0.008609901842198,0.274833977779307,0.159206368812881,0,0,0,0,NA,0.001,12,4,0,0
ENSG00000159110,IFNAR2,1.34180941966303,3.33e-07,1.12967902329065,0.000196892453934,1.02671284334467,8.89e-08,0.852014769893616,1.89e-05,-2.23753703799365,569,2910,0,134,NA,-0.048052022831355,0.003012452704305,0.134082451236438,0,0,0,0,NA,0.932,7,11,0,0
ENSG00000146006,LRRTM2,3.49320340593289,3.33e-07,3.59261108370926,0.00049128222156,2.26805935520485,0.39434342283733,-0.524418670282797,0.464972162579312,2.20680730402702,136,1412,0,NA,NA,NA,NA,0.644088760714179,0,0,0,0,NA,0,5,155,0,0
ENSG00000125351,UPF3B,1.35995186706161,3.4e-07,0.84407369695629,0.000656904736495,0.771869225334929,0.160470725383096,0.804487558969016,0.009106386109029,-1.80005023417438,274,2271,0,391,-0.437183372033441,0.216939442890925,-0.416256458119685,-0.247710165201273,0,0,0,0,NA,0.725,9,48,0,0
ENSG00000107201,DDX58,4.19614294620109,3.46e-07,4.76002069472552,2.28e-21,5.60324896931522,8.61e-93,2.13179918496404,2.96e-06,1.24271586151709,586,4369,0,202,0.012752091698268,0.873404815708472,1.32062870592663,0.155004231935684,0,0,0,0,0.35,0.992,11,75,1,0
ENSG00000135625,EGR4,3.95797777583692,3.46e-07,5.04220232811828,1.25e-09,3.93382579179733,0.031039097343192,7.42212572757195,5.9e-52,1.5525203198908,320,1979,0,257,NA,NA,NA,NA,0,0,1,0,0.14,0.221,8,19,0,0
ENSG00000139289,PHLDA1,0.746739034983861,3.52e-07,1.59509629663325,5.73e-07,3.42644661114371,1.3e-46,2.75241164989577,2.12e-13,1.37982209444706,850,6559,0,400,0.132640414304652,0.563271798360971,0.971845239752654,0.6352459938123,0,0,0,0,0.12,0,5,10,1,0
ENSG00000231925,TAPBP,0.741534083522502,4.33e-07,0.109277693243291,0.791406205153103,2.07284954840431,9.51e-34,2.27215251493407,3.54e-07,1.15127080035396,742,3984,0,NA,0.249086564419047,-0.161988830016576,0.372683518523487,0.022810854647865,0,0,0,0,0.32,0.651,NA,7,6,0
ENSG00000151338,MIPOL1,0.952388553223995,4.65e-07,-0.169272684330728,0.745675747156463,0.157116862121305,0.810611103033648,0.102956950363511,0.958371478807232,-0.958004907703162,263,2005,0,400,-0.262571238731579,0.007960112738955,0.210734057505769,-0.111203460920355,0,0,0,0,0.51,0.99,11,17,8,0
ENSG00000165030,NFIL3,0.961097428124239,4.7e-07,3.08865452968542,2.72e-31,2.63212167188032,7.01e-25,1.52286095703771,0.027756922866461,0.366036595025975,996,5919,0,400,NA,0.06958505858695,0.854185776817996,0.099413880749982,0,0,1,0,NA,0.773,8,10,1,0
ENSG00000162241,SLC25A45,1.90900296588176,4.87e-07,0.346415682439389,0.549480022626345,0.072725370221599,0.977154700740982,-0.029941931644046,1,0.608130290255832,397,1923,0,NA,NA,NA,NA,0.543919433313832,0,0,0,0,NA,0.74,4,4,0,0
ENSG00000240230,COX19,0.922118308992733,4.89e-07,0.401567669087146,0.062459510762808,-0.252822154529258,0.586460049289686,0.098006518963548,0.923764300631418,-0.438496920201861,450,2583,0,104,-0.28255050116452,-0.038778418203219,-0.042146332678491,0.321759278147937,0,0,0,0,0.12,0.399,NA,2,0,0
ENSG00000109920,FNBP4,0.812547391684477,6.13e-07,1.00862564477064,1.16e-07,1.21543315426417,0.001493967627238,1.38254809658157,9.92e-10,-1.78706288463219,627,4037,0,269,0.126054351670972,0.16289887544869,0.352425409288529,0.144718589821392,0,0,0,0,0.17,0.95,9,9,0,0
ENSG00000166004,CEP295,1.17531016207537,6.22e-07,1.19006815517105,6.28e-06,1.20388694355784,0.034268843101324,0.503677680713241,0.178666537989865,-1.46617161228271,284,2277,0,184,-0.115441352914806,0.284306278452588,0.248353514096559,-0.364133185373347,0,0,0,0,NA,0.062,8,1,0,0
ENSG00000198026,ZNF335,0.87609164104385,6.98e-07,0.893606978916112,4.76e-06,0.799956698940802,4.6e-05,0.42818365998964,0.169136479154494,-2.22607014754501,614,4397,0,400,NA,0.374294961273583,0.681109864577647,NA,0,0,1,0,0.09,0.738,5,27,0,0
ENSG00000178338,ZNF354B,1.21072504433789,6.98e-07,1.07755452175677,8.36e-05,0.023495602728762,1,0.244732927641119,0.949959095017446,0.036159910825215,98,813,0,179,NA,0.555093606275768,NA,0.850439593872099,0,0,1,0,0.22,0,3,19,0,0
ENSG00000134186,PRPF38B,0.664407696455666,7.7e-07,0.856569330968589,1.54e-08,0.435769816094581,0.210112355377958,0.658996430814964,0.029033696413534,-2.70152710510954,637,4098,0,256,0.065128262117298,0.196895332070577,0.393389497568494,-0.184578079090256,0,0,0,0,NA,0.837,12,3,0,0
ENSG00000163792,TCF23,3.01755956476954,7.86e-07,0,1,0.622716002394962,0.033582009482367,-1.85928039583308,0.21842102995968,2.12116940076723,NA,NA,0,NA,NA,NA,NA,NA,0,0,1,0,0.34,0.007,6,3,0,0
ENSG00000234545,FAM133B,1.00504818245008,8.53e-07,1.12622299264346,9.92e-12,1.16262581253644,4.95e-06,1.12638936604086,1.31e-05,-4.58341883821319,355,2837,0,265,-0.327982571874651,-0.137477808569744,0.787404200840095,-0.318049521045442,0,0,0,0,0.39,0.002,NA,2,1,0
ENSG00000105963,ADAP1,2.57043947803844,8.87e-07,-0.457147262844792,0.687125061129485,-0.782066172352625,0.718809814807291,1.29517307767369,0.090952511208538,1.38890329248152,525,2457,0,NA,NA,0.7277118797268,NA,0.730973799706174,0,0,0,0,0.06,0.838,11,88,0,0
ENSG00000116717,GADD45A,1.67791113638415,9.06e-07,2.97317940454183,4.17e-29,1.50776626067074,4.09e-05,0.356773406400776,0.877135906919941,0.990225922855822,923,6296,0,NA,0.306039458665696,0.705662182096715,1.11962691080598,0.276669357514771,0,0,0,0,0.06,0.653,9,33,0,0
ENSG00000121060,TRIM25,1.22232765065144,9.19e-07,0.197115593223549,0.543083948013006,1.57572149250592,2.12e-18,2.30261242315574,1.29e-28,0.645213174749053,778,5629,0,400,0.046013489792129,0.477598309446449,0.023444002221178,-0.057418238074284,0,0,0,0,NA,0,9,39,1,0
ENSG00000110330,BIRC2,0.771843614631672,9.58e-07,0.443452172610494,0.18152277020003,0.85866611449087,0.000461297329689,1.67026697420574,2.21e-08,-0.473136590064187,674,5036,0,400,0.097733847542796,0.276409988216023,0.131736524058809,-0.025707713070571,0,0,0,0,0.16,0.008,11,113,0,0
ENSG00000061936,SFSWAP,0.794447457400096,9.61e-07,0.684417724769723,9.84e-06,0.628358643905723,0.037003214581922,0.761709681388345,0.006670459524608,-4.66243064190845,464,3757,0,400,-0.13763628757103,0.043755644921186,-0.097928378279905,0.013070594097061,0,0,0,0,0.09,0.919,10,1,0,0
ENSG00000124201,ZNFX1,1.94588488884081,9.93e-07,2.40887688007992,3.01e-18,3.47984305610277,1.5e-51,2.90439509137472,1.35e-32,0.15363833042323,1589,11498,0,400,-0.135551757995379,0.830909910103867,1.70012028646859,-0.135606021369372,0,0,0,0,0.15,0.992,13,63,0,0
ENSG00000184384,MAML2,1.08797734196437,1.01e-06,0.231069568084744,0.491885233692433,0.8036029447792,0.014556053111194,1.50858888127155,7.22e-11,-0.589853982836797,759,5716,0,NA,NA,NA,NA,0.265356636134803,0,0,0,0,NA,0.868,6,0,0,0
ENSG00000067191,CACNB1,1.288622640052,1.06e-06,0.989673413460226,0.003469224286153,0.877049790055637,0.466098577084883,0.473011161801642,0.521998234188717,-1.27812336712779,906,3614,0,85,NA,-0.123834140039944,NA,0.182242933089287,0,0,0,0,0.06,0.954,12,12,0,0
ENSG00000150477,KIAA1328,0.858162855451383,1.11e-06,0.117425739912119,0.738264862204063,0.598707097734089,0.063398988142866,-0.095829440748296,0.91677987729508,-1.15953486810061,513,4345,0,NA,-0.301346402487777,0.700832235121172,0.413344691611573,0.185944980729125,0,0,0,0,NA,0.867,7,0,0,0
ENSG00000231852,CYP21A2,4.64761069355468,1.14e-06,1.65842268178101,0.422954567097204,0.217428816267854,0.876078093358636,1.82017435556434,1,2.0056447828708,NA,NA,0,NA,NA,NA,NA,NA,0,0,0,0,NA,0,NA,6,0,0
ENSG00000240065,PSMB9,1.82429248632468,1.18e-06,0.918911921991014,0.191146431679409,1.48005160281321,8.62e-12,4.25336059170623,2.89e-07,1.47317704496973,543,4031,0,400,0.079570904095323,-0.069636211086965,-0.018277778621287,-0.187444348671619,0,0,0,0,0.11,0.836,NA,85,3,0
ENSG00000137266,SLC22A23,1.16092226661851,1.21e-06,0.441842411501384,0.346347113410968,-0.185783823199439,0.922240158208795,-0.011633278588276,1,-0.054440692005064,708,3288,0,400,NA,NA,1.19841939591906,0.95506380381333,0,0,0,0,0.06,0.48,8,8,0,0
ENSG00000137817,PARP6,0.814036890774901,1.24e-06,0.617862883191187,0.000265340558173,0.471272060212462,0.050100568579671,0.505107233405704,0.175334451380581,-2.78414334770564,398,2400,0,303,-0.01113692593377,0.157296492101214,0.244880612559112,0.149666360752173,0,0,0,0,0.03,0.997,9,0,0,0
ENSG00000145936,KCNMB1,1.90744268310799,1.46e-06,-0.438002161535009,0.419314047317685,-1.4902099651938,0.30547495718354,0.252962500865036,0.945118278206164,1.37787915354306,NA,NA,0,NA,NA,NA,NA,NA,0,0,0,0,NA,0.941,7,4,0,0
ENSG00000161010,C5orf45,1.34577262178342,1.53e-06,0.530288237058775,0.307312501702336,0.251221637234612,0.746807571842945,0.381193455603002,0.715832289969066,-0.584937716043208,458,3269,0,400,-0.388431488419739,0.331936944230505,0.717438840030117,-0.46745142397186,0,0,0,0,0.7,0.448,4,0,0,0
ENSG00000007545,CRAMP1,0.802665661092213,1.84e-06,1.06359387258647,6.23e-08,0.635788733113815,0.006153831459268,-0.065346697490468,0.958527973448316,-0.580346575793003,1076,7096,0,400,NA,NA,NA,NA,0,0,0,0,0.15,0.783,10,4,0,0
ENSG00000126561,STAT5A,1.28765058995648,1.89e-06,0.181133252864995,0.399212573090683,-0.163632689539987,0.736690708955523,0.483222063333697,0.231381182687237,-0.299940360455033,498,2351,0,NA,NA,NA,NA,NA,0,0,1,0,0.04,0.263,12,109,0,0
ENSG00000122691,TWIST1,0.962697572512822,1.91e-06,1.44631238317031,3.45e-05,-0.054647507663774,0.952668380964271,0.829066818478738,0.018456149126717,-0.08155695083427,3673,26065,0,400,-0.581574793914296,0.291846184428713,1.04480553305952,0.12496821089249,0,0,1,0,0.04,0,12,25,0,0
ENSG00000160326,SLC2A6,0.955930169350299,2.15e-06,0.631518202322868,0.250918147021797,-0.113276453125974,0.907991852422235,2.81428109821585,3.07e-16,0.907839512190446,585,3382,0,400,NA,NA,NA,NA,0,0,0,0,NA,1,9,15,0,0
ENSG00000185189,NRBP2,0.656239965134054,2.16e-06,1.12022477887031,0.003717502327292,0.493296472396113,0.568476426404233,0.4093183348016,0.546387781013036,-1.40044607895309,321,1515,0,400,NA,0.278246092670397,0.505910491867721,NA,0,0,0,0,0.06,0.738,1,0,0,0
ENSG00000139318,DUSP6,1.05356949583965,2.26e-06,1.29034660979428,0.000322249794303,0.196048162406571,0.611529145056741,0.462668530068665,0.237913409255107,-0.298727218029968,946,6859,0,400,0.200565899119314,0.525370423196658,0.620826584695138,0.397055617506242,0,0,0,1,NA,0,12,61,1,0
ENSG00000133858,ZFC3H1,1.05300052711222,2.26e-06,1.20337481520271,7.51e-05,0.495715348547903,0.54684327428696,-0.039939460307874,0.991916857699389,-0.118868873306804,855,5456,0,138,-0.054150403127466,0.085510456879629,0.785504357485018,0.001098019027721,0,0,0,0,NA,0.994,10,22,0,0
ENSG00000116809,ZBTB17,0.80383210586051,2.38e-06,0.666815673971576,0.0001295902911,1.02031461081477,3.95e-06,0.642327435852123,0.01693152559909,-3.00321215050954,379,2180,0,151,NA,NA,NA,NA,0,0,1,0,NA,0.973,8,37,8,0
ENSG00000110047,EHD1,0.641567500538129,2.47e-06,-0.056127715057478,0.832771020403219,0.560621102151579,0.034492977822533,0.191606180635315,0.594266096624308,-1.81589536759764,799,5105,0,400,0.124116005946817,0.234974579682436,-0.071385966364521,NA,0,0,0,0,0.01,0.411,14,19,0,0
ENSG00000122641,INHBA,2.00795669995213,2.6e-06,2.79076735982038,6.18e-17,1.45159683706636,2.05e-13,0.393014312079323,0.507466598917579,0.961280596438465,882,5454,0,NA,NA,1.24996943344339,NA,0.623451651894969,1,0,0,0,0.04,0.047,7,15,0,0
ENSG00000139192,TAPBPL,1.33850501374569,2.6e-06,-0.067424075170982,0.887299396831556,1.25101412034651,1.65e-07,2.94564235222051,3.58e-16,1.20951195877661,656,3168,0,NA,0.080125977674693,0.611530296865193,NA,0.727084301784888,0,0,0,0,0.42,0.651,8,25,0,0
ENSG00000141448,GATA6,2.22590907165029,2.67e-06,1.01773944079585,0.035600355853434,0.176697904155039,0.853030584814401,-0.203365564714901,0.877591333888186,1.12323091223787,907,4490,0,400,NA,NA,NA,NA,0,0,1,0,0.14,0.001,9,55,0,0
ENSG00000141258,SGSM2,0.779906581440103,2.8e-06,-0.205551543581237,0.539139820462843,0.069511924667573,0.9287359961717,-0.151466144138787,0.801547948572148,-1.01424756676144,752,4266,0,400,NA,NA,NA,NA,0,0,0,0,0.11,0.815,12,22,0,0
ENSG00000116731,PRDM2,0.792549425846101,3.48e-06,0.748866381256704,0.001291987815901,0.428860031429129,0.233385640558825,0.213897738517068,0.609176516980417,-1.54212597884308,607,3628,0,NA,-0.112991605781876,0.057334913003804,0.099621076550317,0.08677671696617,0,0,1,0,NA,0.989,6,9,0,0
ENSG00000158286,RNF207,1.8580886509037,3.54e-06,2.30765633798886,0.00012604618723,-0.294408163570636,0.976784272126063,1.59043973244866,0.034538771561079,1.09778009327381,320,1543,0,NA,NA,NA,NA,NA,0,0,0,0,0.16,0.727,7,0,0,0
ENSG00000131979,GCH1,3.78145086486532,3.55e-06,2.20536857724871,4.71e-07,3.0185941052576,6.43e-14,1.96247200263093,1e-07,0.142143678202525,578,3168,12.125,400,NA,NA,NA,NA,0,0,0,0,0.1,0.958,15,45,0,0
ENSG00000204839,MROH6,1.52692136922597,3.96e-06,-0.000631960135857,1,2.70603143550309,0.811755254230947,2.04517478130233,0.2603929862714,1.19166530998533,118,413,0,NA,NA,NA,NA,NA,0,0,0,0,0.18,0,5,1,0,0
ENSG00000197140,ADAM32,1.29279869964415,4.12e-06,-0.317736068470034,0.512834330976091,-1.85323677045844,1,1.77198449870097,0.261765999006742,1.4381662400098,107,1118,0,NA,NA,-0.304080285236713,-0.009149634765465,-0.159936647699343,0,0,0,0,NA,0,6,0,0,0
ENSG00000124003,MOGAT1,4.82318539342163,4.24e-06,5.79247359746816,3.54e-20,-0.206782418919874,0.916818502541355,-0.196533394632612,1,3.42065215766391,183,1485,0,400,NA,NA,NA,NA,0,0,0,0,0.31,0.003,14,7,0,0
ENSG00000113916,BCL6,1.22850845324482,4.37e-06,2.50503175512995,3.6e-16,1.61394964945494,4.19e-12,1.10097215740647,0.000252555300919,-0.311209656320628,1601,10459,0,NA,0.292710191466612,0.693035770790105,0.395952863505098,0.534283092376026,0,0,1,0,NA,0.953,9,88,2,0
ENSG00000146278,PNRC1,1.83584917496216,4.48e-06,2.8144602793135,9.36e-20,1.37659752912963,7.21e-11,0.575911139356475,0.015993936371235,0.797158877135289,776,4926,0,400,NA,0.424873909974756,0.038672603932206,0.012557488872897,0,0,0,0,0.32,0.035,7,5,0,0
ENSG00000198707,CEP290,1.59452399410004,4.52e-06,0.924430971526528,0.066185186339648,0.644649041741377,0.581884907486889,0.742868470766168,0.301974155077027,-0.83308624398054,410,3430,0,255,-0.083956220263507,-0.195098223393515,0.138359084655636,-0.263566337823905,0,0,0,0,NA,0.983,11,13,1,0
ENSG00000120738,EGR1,2.5627172869091,4.73e-06,4.60804443786924,1.2e-14,4.40119129653462,7.59e-11,2.85790253304251,6.91e-05,0.496661675372968,971,5225,0,400,0.719429927402283,1.04312231489566,1.44467826478143,0.749999265709535,0,0,1,0,0.04,0.221,9,56,2,0
ENSG00000272333,KMT2B,0.892988015000055,5.52e-06,1.15115863511951,2.98e-07,0.791953722869142,0.000803901009307,0.271799527530236,0.50151011067505,-1.12517419773575,655,4148,0,400,NA,NA,0.322233245603238,NA,0,0,0,0,NA,0.043,NA,0,0,0
ENSG00000126778,SIX1,0.932888189761296,5.61e-06,1.21378267203998,0.145221405831267,1.88066961290186,6.87e-06,0.995123214533636,0.117024150506529,-1.05360571998589,204,1657,0,400,0.003167154570534,0.402001018286226,0.083569966095154,0.204767575286985,0,0,1,0,0.02,0.004,12,13,0,0
ENSG00000155090,KLF10,0.93237327891333,5.71e-06,2.20950643066306,5.7e-15,0.848273375585174,0.036285639397024,0.494131536606438,0.111778859848216,0.222061981795996,949,3832,0,400,0.442911608717211,0.466169163626073,0.096863587564545,0.483138378931182,0,0,1,0,NA,0,8,33,1,0
ENSG00000134138,MEIS2,0.791538813901039,5.77e-06,0.163727469634608,0.669558603743809,0.124792014810854,0.841043975387209,-0.274243189355029,0.647796458186516,-0.813183279767816,1345,7596,0,242,0.093542191990876,-0.360758633415692,0.04716273513408,0.093129770720513,0,0,1,0,0.05,0.114,12,28,3,0
ENSG00000186812,ZNF397,1.15830136603842,6.01e-06,1.11959972545778,0.000538746875199,0.576647105626411,0.223246150080178,-0.122209360623576,0.953583238547716,-0.047375517484502,273,2145,0,315,0.051799570854846,-0.090597434770171,0.57114482394944,-0.015756609759851,0,0,1,0,NA,0,4,24,0,0
ENSG00000005483,KMT2E,0.832110851563518,6.14e-06,0.793685282102877,0.000230976406297,0.455633218379112,0.496322670141209,-0.001757792276445,1,-0.926289802732666,1188,8874,0,400,0.182977245920052,0.122895652895446,0.49112824190061,-0.12965508016257,0,0,0,0,NA,0.992,0,234,0,0
ENSG00000170873,MTSS1,1.46673090223818,6.44e-06,0.224533770482075,0.517919626867846,-0.259374731368988,0.802364520273463,-1.41180801480769,0.149515005758392,1.26534130222855,558,3803,0,400,NA,0.134561412104735,NA,NA,0,0,0,0,0.08,0.962,9,10,0,0
ENSG00000204348,DXO,0.85892997561623,6.58e-06,0.381246618516279,0.058319655499414,0.408139432775294,0.392060442510986,0.545225200442315,0.474524646054823,-2.49727786385461,607,4070,0,400,0.04425273172661,0.18638859755156,-0.108957414981603,0.459757810765259,0,0,0,0,0.16,0.782,5,35,0,0
ENSG00000074842,MYDGF,-0.52112288113319,6.61e-06,-0.502672861116863,0.011644189109512,-0.050580333847016,0.933147893044107,0.001578975721501,1,-1.43413563308925,493,1953,0,322,0.10011248278426,-0.000476280723378,-0.032457547839751,0.066074816954675,0,0,0,0,0.1,0.146,7,3,0,0
ENSG00000166949,SMAD3,0.619234971491427,6.77e-06,0.107175166292013,0.785246849264243,0.057970175687708,0.975492697734417,-0.457618400771099,0.321450691535223,-0.80070774741325,297,2197,0,400,NA,0.196116258777392,NA,-0.189475494320895,0,0,1,0,NA,0.279,9,289,4,0
ENSG00000185946,RNPC3,0.880099132351391,7.04e-06,0.899700525279654,0.02166714529431,0.528298139932976,0.17605223527251,0.342794204339484,0.408594072362389,-1.53648383978444,195,1998,0,400,NA,0.3028027414918,0.249279751007777,-0.004068809827477,0,0,0,0,0.16,0.908,9,73,1,0
ENSG00000184898,RBM43,2.03779667363492,7.32e-06,-0.051557705109481,0.896001753677811,2.17084772293494,4.85e-14,2.33752642100762,1.1e-09,0.989015902461162,341,2400,0,186,NA,NA,0.423039134386676,-0.232270825763432,0,0,0,0,0.63,0.244,5,55,0,0
ENSG00000113369,ARRDC3,0.7235439902648,8.07e-06,1.31685280144473,1.25e-05,0.656257984404619,0.011584015183674,-0.485931354787189,0.262746736687616,0.253434947887516,997,6607,0,NA,0.102106064039514,0.676141184541536,1.37837519627078,0.020228207176928,0,0,0,0,0.03,0.982,12,97,0,0
ENSG00000163795,ZNF513,0.897393924192141,8.1e-06,1.57032604467788,1.65e-10,0.907456905762067,2.97e-05,1.15627891671788,0.000304209472178,-1.77497134797535,440,2561,0,400,NA,NA,NA,NA,0,0,1,0,0.14,0.695,5,22,0,0
ENSG00000163617,CCDC191,1.37573717985956,8.22e-06,0.445257218691519,0.211867280587226,1.03635087135982,0.006131465685762,1.00578743391426,0.07547117272964,-1.47443542033357,405,3075,0,222,NA,NA,NA,NA,0,0,0,0,NA,0.887,11,0,0,0
ENSG00000148219,ASTN2,0.966645408895251,9.09e-06,-0.366192974108855,0.787525416124513,-0.18996599484145,0.895690005920162,-0.223779685365508,0.885084675405757,-0.354463342286437,455,2251,0,294,-0.463713947447025,0.129909279515736,0.39958406574913,0.000444285621413,0,0,0,0,0.03,0.983,9,0,0,0
ENSG00000122483,CCDC18,1.47324766410543,9.46e-06,0.369156558285997,0.456847814298946,0.812281675541083,0.346322089338072,1.42215591468749,0.03850081001755,-0.829738152343124,769,5207,0,347,-0.06234462355271,0.402616030413595,-0.005787886680793,0.030113289488046,0,0,0,0,NA,0.993,11,1,0,0
ENSG00000151461,UPF2,0.74121281862463,9.48e-06,0.395857685271264,0.087215368178029,0.478225937351079,0.301700203890233,0.464169644508726,0.202492353000013,-3.23547487518129,107,511,0,400,-0.076646906932982,-0.432383708641982,-0.16343872616476,-0.364998943286956,0,0,0,0,NA,0.965,14,107,0,0
ENSG00000127415,IDUA,1.05454660315075,9.57e-06,1.85196646648384,1.08e-10,0.443279532577987,0.233405938762786,0.181838015457662,0.869469868276365,0.390181511910838,434,2759,0,NA,NA,NA,NA,NA,0,0,0,0,NA,0.328,11,0,0,0
ENSG00000129347,KRI1,0.663455052582917,1.02e-05,0.833816110714652,6.19e-07,0.05526737741533,0.949485896899365,0.55551852563057,0.237913409255107,-1.32319729895227,1177,5774,0,365,-0.019528203563002,0.122724041847903,0.012426172950559,-0.166473308069354,0,0,0,0,0.1,0.703,14,53,0,0
ENSG00000146830,GIGYF1,0.951273437396902,1.02e-05,1.14620922239679,5.52e-05,0.527626822661884,0.341397550394823,0.192531880970333,0.800806166758502,-0.669767692942348,NA,NA,0,NA,-0.768797481937369,-0.401515797489314,0.116816826508346,-0.624479519380206,0,0,0,0,0.08,0.928,11,51,1,0
ENSG00000110446,SLC15A3,2.46291292209819,1.08e-05,0.373408418389151,0.451587467117855,1.09528610362905,0.425022988126127,3.07978115168125,0.000985212615943,0.925893506417737,543,3051,0,NA,NA,NA,NA,0.571226997538612,0,0,0,0,0.18,0.965,5,19,0,0
ENSG00000109046,WSB1,0.932569380159103,1.12e-05,0.702636796013561,0.00057733650526,1.52008919923329,0.004461665604553,0.934586703954838,0.001505872806868,-1.32124397220529,682,3984,0,219,0.232440985262588,0.280081398666171,0.500828263362356,-0.172864706654793,0,0,0,0,0.11,0.868,10,11,0,0
ENSG00000154237,LRRK1,0.565611846223471,1.12e-05,-0.094116544823878,0.690631417353991,0.182430805064246,0.754633788831029,0.016729256811994,1,-2.00830290728734,544,3411,0,400,-0.409849251762623,0.097104250610915,-0.165638190347932,0.174336029907414,0,0,0,0,NA,0.997,12,301,0,0
ENSG00000160710,ADAR,0.76526652199421,1.15e-05,0.031956072264591,0.937558068619033,1.48015153481048,4.77e-09,1.97670246107897,1.74e-12,0.675230917361325,461,3516,0,215,0.002545569122545,0.334277647893088,-0.29676415288781,0.000338183046955,0,0,0,0,NA,0.882,9,28,15,2
ENSG00000068079,IFI35,1.24274746341826,1.17e-05,0.400317502552186,0.234881549016753,1.41169979217123,1.74e-10,2.19670830121311,9.69e-06,0.260150316782564,244,1659,0,NA,0.007954085781142,-0.33898777917247,-0.131833908253809,-0.102669170694857,0,0,0,0,NA,0.999,8,3,1,0
ENSG00000111335,OAS2,3.83778183122855,1.18e-05,4.90190242291226,5.3e-14,0.383722334448809,0.808237420936844,3.82919257887465,0.008796950677063,2.12510953049478,410,3373,0,NA,NA,0.675125925096168,0.967408548820411,-0.229575171208062,0,0,0,0,0.43,0,5,2502,1,0
ENSG00000141682,PMAIP1,2.5686409487411,1.25e-05,4.76152532693844,4.73e-69,2.57563697697577,1.12e-15,1.02711699235644,0.114048702173685,1.66299093238739,964,6347,0,363,0.185603285760628,0.788683712243227,1.40490548068681,0.353257791778071,0,0,0,0,NA,0,3,10,1,0
ENSG00000146112,PPP1R18,0.639211749648771,1.27e-05,0.274153450771123,0.072518944309508,0.310929640344791,0.362092968296486,0.269075614520254,0.377406167061137,-2.78811595071389,2360,12422,0,NA,-0.223473114327167,0.145816924749904,-0.080344369837683,-0.212676481972434,0,0,0,0,0.37,0.462,5,0,3,0
ENSG00000118257,NRP2,1.50805997413858,1.28e-05,0.607268276550211,0.10483479844325,0.240073671445412,0.709224308855356,1.19917804559005,0.002697262018841,-0.603129909743046,871,5573,0,400,NA,0.490246014136419,1.04251923626987,0.288162101424242,0,0,0,0,0.06,1,9,14,0,0
ENSG00000158062,UBXN11,0.726063510570517,1.3e-05,-0.026705204424633,0.986290739906362,0.072979225727846,0.988746963019627,0.177390908288733,0.941984960760107,-1.63584231510933,317,1893,0,262,0.009686780205063,0.141054549931419,0.472781568962797,NA,0,0,0,0,0.26,0.794,11,85,2,0
ENSG00000165312,OTUD1,1.47149084179415,1.33e-05,2.45430308746149,2.35e-08,1.05047812611497,0.039507427671842,-0.194060835016727,0.707538175423559,1.09325379780463,526,2950,0,400,NA,NA,NA,NA,0,0,0,0,0.16,0.009,8,2,0,0
ENSG00000087157,PGS1,0.605891926315614,1.48e-05,-0.026737957135544,0.942570470530353,0.151942952862575,0.656126883080024,0.451219229783715,0.143329703937139,-2.09890318961492,708,4664,0,377,0.150057834132551,0.1574909903664,0.164013019766636,0.017637670971331,0,0,0,0,0.11,0.684,14,27,0,0
ENSG00000076108,BAZ2A,0.855447276744231,1.52e-05,0.286402411028021,0.292431841554463,0.627079460429481,0.012750190701158,0.40627954253465,0.452944200253856,-2.34253535396339,952,4891,0,NA,0.071425511736077,0.432692811776011,0.340866412646541,0.086204823705664,0,0,1,0,0.22,0.856,4,238,0,0
ENSG00000138411,HECW2,1.22649991985379,1.59e-05,0.347092756115657,0.52959015860042,0.405978720508375,0.565346856287248,-0.570900195077028,0.583028405806599,0.171867272986195,383,2724,0,243,NA,0.334300541372056,0.744453260865193,NA,0,0,0,0,NA,0.929,12,423,0,0
ENSG00000112739,PRPF4B,0.605069026368328,1.73e-05,0.899997479197856,4.12e-07,-0.050050659681437,0.966043669931512,0.081407380713926,0.947766730837248,-0.563837702442185,413,3252,0,156,-0.18486734559006,0.317349569378946,0.435929199246561,-0.127327585930505,0,0,0,1,NA,0.18,14,27,3,0
