geneid,mouse_TATA_100bp_TSS_fimo.txt,mouse_most_abundant_03_01_ov_cpg.txt,mouse_most_abundant_05_01_ov_cpg.txt
ENSMUSG00000028958,0,224,224
ENSMUSG00000049657,0,129,129
ENSMUSG00000027346,0,150,150
ENSMUSG00000066877,0,5,5
ENSMUSG00000011884,0,286,286
ENSMUSG00000059689,0,272,272
ENSMUSG00000033039,0,258,258
ENSMUSG00000030417,0,238,238
ENSMUSG00000000320,0,106,106
ENSMUSG00000009090,0,84,84
ENSMUSG00000041957,0,267,267
ENSMUSG00000030629,0,0,0
ENSMUSG00000005886,0,400,600
ENSMUSG00000072568,0,95,95
ENSMUSG00000032607,0,0,0
ENSMUSG00000013736,0,151,151
ENSMUSG00000030159,0,0,0
ENSMUSG00000027601,0,181,181
ENSMUSG00000038539,0,196,218
ENSMUSG00000032827,0,400,539
ENSMUSG00000000275,0,242,242
ENSMUSG00000049719,0,0,0
ENSMUSG00000044894,0,400,535
ENSMUSG00000044576,0,110,110
ENSMUSG00000030357,0,248,248
ENSMUSG00000030802,0,0,9
ENSMUSG00000021488,0,0,0
ENSMUSG00000054414,0,400,546
ENSMUSG00000038637,0,400,600
ENSMUSG00000003458,0,400,464
ENSMUSG00000074695,0,0,0
ENSMUSG00000066357,0,233,188
ENSMUSG00000066829,0,217,217
ENSMUSG00000052364,0,161,161
ENSMUSG00000069631,0,248,248
ENSMUSG00000029068,0,400,433
ENSMUSG00000036764,0,0,0
ENSMUSG00000042331,0,0,0
ENSMUSG00000020893,0,0,0
ENSMUSG00000071073,0,0,0
ENSMUSG00000027936,0,202,202
ENSMUSG00000086784,0,264,264
ENSMUSG00000066415,0,400,600
ENSMUSG00000030703,0,0,0
ENSMUSG00000079555,0,281,281
ENSMUSG00000004980,0,400,600
ENSMUSG00000068606,0,0,0
ENSMUSG00000015165,0,86,86
ENSMUSG00000002365,0,400,496
ENSMUSG00000026213,0,221,221
ENSMUSG00000060181,0,228,228
ENSMUSG00000019039,0,192,192
ENSMUSG00000022400,0,219,219
ENSMUSG00000023044,0,0,0
ENSMUSG00000035203,0,261,261
ENSMUSG00000030208,0,0,0
ENSMUSG00000047454,0,400,600
ENSMUSG00000001506,0,0,0
ENSMUSG00000037049,0,0,0
ENSMUSG00000034709,0,262,262
ENSMUSG00000036613,0,137,137
ENSMUSG00000035725,0,0,0
ENSMUSG00000031328,0,276,276
ENSMUSG00000074305,0,0,0
ENSMUSG00000018861,0,0,0
ENSMUSG00000031711,0,176,176
ENSMUSG00000025870,0,154,154
ENSMUSG00000031502,0,400,505
ENSMUSG00000036641,0,318,518
ENSMUSG00000039515,0,400,600
ENSMUSG00000036564,2.93E-05,0,0
ENSMUSG00000057722,0,159,159
ENSMUSG00000021962,0,351,351
ENSMUSG00000017561,0,162,162
ENSMUSG00000031985,0,363,363
ENSMUSG00000038515,0,90,90
ENSMUSG00000056493,0,0,0
ENSMUSG00000068874,3.62E-05,0,0
ENSMUSG00000019927,0,400,431
ENSMUSG00000061411,0,133,133
ENSMUSG00000040112,0,124,124
ENSMUSG00000030035,0,8,208
ENSMUSG00000024986,0,400,600
ENSMUSG00000038412,0,63,63
ENSMUSG00000021597,0,250,250
ENSMUSG00000034906,0,250,250
ENSMUSG00000025958,0,400,552
ENSMUSG00000015790,0,400,452
ENSMUSG00000030446,0,73,73
ENSMUSG00000028098,0,307,307
ENSMUSG00000026003,0,0,0
ENSMUSG00000020652,0,0,0
ENSMUSG00000021377,0,400,600
ENSMUSG00000062480,0,0,0
ENSMUSG00000059562,0,0,0
ENSMUSG00000062995,0,0,0
ENSMUSG00000018678,0,145,145
ENSMUSG00000026991,0,400,443
ENSMUSG00000046229,0,205,205
ENSMUSG00000051615,0,400,600
ENSMUSG00000047187,0,274,274
ENSMUSG00000032381,0,0,0
ENSMUSG00000032633,0,143,143
ENSMUSG00000017802,0,400,406
ENSMUSG00000028447,0,205,205
ENSMUSG00000037070,0,400,600
ENSMUSG00000031898,0,230,230
ENSMUSG00000000318,0,0,0
ENSMUSG00000048497,0,0,0
ENSMUSG00000039087,0,0,0
ENSMUSG00000030612,0,139,139
ENSMUSG00000021532,0,400,489
ENSMUSG00000039842,0,233,233
ENSMUSG00000033016,0,400,590
ENSMUSG00000054893,0,0,0
ENSMUSG00000032643,0,341,341
ENSMUSG00000024645,0,0,98
ENSMUSG00000030089,0,0,0
ENSMUSG00000040268,0,223,223
ENSMUSG00000030805,0,400,452
ENSMUSG00000030754,0,101,101
ENSMUSG00000020262,0,400,407
ENSMUSG00000020485,0,400,401
ENSMUSG00000000686,0,316,316
ENSMUSG00000020392,0,195,195
ENSMUSG00000037395,0,400,600
ENSMUSG00000031010,0,0,0
ENSMUSG00000036087,0,400,451
ENSMUSG00000079677,0,167,167
ENSMUSG00000019947,0,0,0
ENSMUSG00000029373,0,0,0
ENSMUSG00000068329,0,400,600
ENSMUSG00000024052,0,400,600
ENSMUSG00000063415,0,0,152
ENSMUSG00000028329,0,188,188
ENSMUSG00000007817,0,262,262
ENSMUSG00000032040,0,0,0
ENSMUSG00000035248,0,320,320
ENSMUSG00000035401,0,261,261
ENSMUSG00000025758,0,252,252
ENSMUSG00000051674,0,400,574
ENSMUSG00000068747,0,400,517
ENSMUSG00000023764,0,0,0
ENSMUSG00000030697,0,294,294
ENSMUSG00000059994,0,0,0
ENSMUSG00000020386,0,184,184
ENSMUSG00000021497,0,160,160
ENSMUSG00000038150,0,166,166
ENSMUSG00000054676,0,222,222
ENSMUSG00000056952,0,400,600
ENSMUSG00000039115,0,192,192
ENSMUSG00000020737,4.78E-05,267,267
ENSMUSG00000011958,0,205,205
ENSMUSG00000075232,0,400,600
ENSMUSG00000021608,0,147,147
ENSMUSG00000024579,0,138,138
ENSMUSG00000038902,0,337,337
ENSMUSG00000049709,0,0,0
ENSMUSG00000032477,0,296,296
ENSMUSG00000029684,0,400,524
ENSMUSG00000093930,0,400,492
ENSMUSG00000018401,0,400,600
ENSMUSG00000022021,0,237,237
ENSMUSG00000020413,0,232,232
ENSMUSG00000026289,0,310,310
ENSMUSG00000050148,0,251,251
ENSMUSG00000036568,0,0,0
ENSMUSG00000029017,0,71,71
ENSMUSG00000028066,0,194,194
ENSMUSG00000039220,0,259,459
ENSMUSG00000009630,0,228,228
ENSMUSG00000031107,0,147,147
ENSMUSG00000052160,0,0,0
ENSMUSG00000090112,0,325,325
ENSMUSG00000036864,0,226,226
ENSMUSG00000002103,0,213,213
ENSMUSG00000026553,0,393,393
ENSMUSG00000031631,0,400,421
ENSMUSG00000061838,0,71,71
ENSMUSG00000005202,0,0,0
ENSMUSG00000003762,0,0,0
ENSMUSG00000036078,0,143,143
ENSMUSG00000002395,0,400,498
ENSMUSG00000028229,0,324,324
ENSMUSG00000028848,0,297,297
ENSMUSG00000020451,0,265,265
ENSMUSG00000055320,0,0,0
ENSMUSG00000060657,0,137,137
ENSMUSG00000019478,0,101,101
ENSMUSG00000021069,0,288,288
ENSMUSG00000039395,0,215,215
ENSMUSG00000020741,0,374,374
ENSMUSG00000042842,0,0,0
ENSMUSG00000040929,0,0,0
ENSMUSG00000032459,0,197,197
ENSMUSG00000026880,0,235,235
ENSMUSG00000038545,0,90,90
ENSMUSG00000020716,0,400,600
ENSMUSG00000033644,0,226,226
ENSMUSG00000022946,0,400,443
ENSMUSG00000036473,0,400,600
ENSMUSG00000006498,0,400,455
ENSMUSG00000003190,0,400,512
ENSMUSG00000012296,0,0,0
ENSMUSG00000040025,0,171,171
ENSMUSG00000055932,0,400,427
ENSMUSG00000043257,0,400,402
ENSMUSG00000048163,0,0,0
ENSMUSG00000007836,0,400,600
ENSMUSG00000039953,0,356,356
ENSMUSG00000040747,0,0,0
ENSMUSG00000034653,0,0,0
ENSMUSG00000056216,0,270,270
ENSMUSG00000028683,0,233,233
ENSMUSG00000060681,0,181,181
ENSMUSG00000062270,0,230,230
ENSMUSG00000022684,0,127,127
ENSMUSG00000031787,0,248,272
ENSMUSG00000008200,0,186,186
ENSMUSG00000031229,0,0,0
ENSMUSG00000031901,0,326,526
ENSMUSG00000005674,0,0,0
ENSMUSG00000025283,0,241,241
ENSMUSG00000026970,0,217,217
ENSMUSG00000027177,0,346,346
ENSMUSG00000006589,0,188,188
ENSMUSG00000071528,0,390,390
ENSMUSG00000035047,0,400,452
ENSMUSG00000094127,0,0,0
ENSMUSG00000004319,0,400,509
ENSMUSG00000008393,0,400,449
ENSMUSG00000048661,0,400,526
ENSMUSG00000022564,0,139,139
ENSMUSG00000031791,0,270,270
ENSMUSG00000017734,0,400,588
ENSMUSG00000013150,0,160,160
ENSMUSG00000025330,0,0,0
ENSMUSG00000040950,0,0,0
ENSMUSG00000030224,0,242,242
ENSMUSG00000031796,0,318,318
ENSMUSG00000006705,0,400,600
ENSMUSG00000024248,0,400,481
ENSMUSG00000027800,0,0,0
ENSMUSG00000024180,0,278,278
ENSMUSG00000004187,0,400,600
ENSMUSG00000033565,0,0,0
ENSMUSG00000031782,0,399,399
ENSMUSG00000042460,0,400,411
ENSMUSG00000074994,0,400,600
ENSMUSG00000028082,0,0,0
ENSMUSG00000026321,0,0,0
ENSMUSG00000029221,0,400,458
ENSMUSG00000024491,0,400,508
ENSMUSG00000026799,0,143,143
ENSMUSG00000030707,0,218,218
ENSMUSG00000020642,0,192,192
ENSMUSG00000098650,0,383,383
ENSMUSG00000036873,0,188,188
ENSMUSG00000028159,0,0,0
ENSMUSG00000034007,0,0,0
ENSMUSG00000038335,0,400,600
ENSMUSG00000046997,0,362,362
ENSMUSG00000020978,0,205,205
ENSMUSG00000025858,0,0,0
ENSMUSG00000030105,0,221,221
ENSMUSG00000022751,0,188,188
ENSMUSG00000079834,0,0,0
ENSMUSG00000031392,0,138,138
ENSMUSG00000030283,0,197,197
ENSMUSG00000067928,0,0,0
ENSMUSG00000038056,0,400,600
ENSMUSG00000009145,0,0,0
ENSMUSG00000013646,0,400,600
ENSMUSG00000067889,0,0,0
ENSMUSG00000054808,0,238,238
ENSMUSG00000071660,0,0,37
ENSMUSG00000006732,9.31E-06,400,600
ENSMUSG00000039512,0,222,222
ENSMUSG00000026456,0,0,0
ENSMUSG00000032740,0,400,401
ENSMUSG00000071855,0,317,317
ENSMUSG00000022205,0,0,0
ENSMUSG00000047459,0,167,167
ENSMUSG00000025025,0,232,232
ENSMUSG00000039801,0,276,276
ENSMUSG00000025466,0,0,0
ENSMUSG00000049076,0,256,256
ENSMUSG00000040007,0,334,334
ENSMUSG00000026429,0,285,285
ENSMUSG00000033102,9.27E-05,0,0
ENSMUSG00000056209,0,179,179
ENSMUSG00000031458,0,225,225
ENSMUSG00000034487,0,176,176
ENSMUSG00000038055,0,194,194
ENSMUSG00000005371,0,400,600
ENSMUSG00000060803,0,253,253
ENSMUSG00000020152,0,380,380
ENSMUSG00000031902,0,40,40
ENSMUSG00000051650,0,16,216
ENSMUSG00000025477,0,173,173
ENSMUSG00000029500,0,198,198
ENSMUSG00000066440,0,0,0
ENSMUSG00000024290,0,400,594
ENSMUSG00000036879,0,267,431
ENSMUSG00000045319,0,260,260
ENSMUSG00000053158,0,0,0
ENSMUSG00000002767,0,344,344
ENSMUSG00000035614,0,173,173
ENSMUSG00000025153,6.46E-05,400,600
ENSMUSG00000032323,0,0,0
ENSMUSG00000032485,0,193,193
ENSMUSG00000014748,0,207,207
ENSMUSG00000028173,0,0,0
ENSMUSG00000020546,0,400,600
ENSMUSG00000031608,0,400,450
ENSMUSG00000022742,0,141,141
ENSMUSG00000022247,0,400,600
ENSMUSG00000041471,0,400,600
ENSMUSG00000069792,0,0,0
ENSMUSG00000035493,0,239,239
ENSMUSG00000006169,0,400,450
ENSMUSG00000023094,0,70,70
ENSMUSG00000037971,0,400,498
ENSMUSG00000025050,0,303,303
ENSMUSG00000048578,0,400,600
ENSMUSG00000042606,0,309,309
ENSMUSG00000017639,0,400,430
ENSMUSG00000024913,0,136,136
ENSMUSG00000048490,0,0,0
ENSMUSG00000031913,0,352,352
ENSMUSG00000031146,0,183,183
ENSMUSG00000052407,0,378,485
ENSMUSG00000036862,0,400,402
ENSMUSG00000052957,0,326,326
ENSMUSG00000064128,0,273,273
ENSMUSG00000000295,0,55,55
ENSMUSG00000020307,0,400,600
ENSMUSG00000022559,0,373,373
ENSMUSG00000038239,0,0,0
ENSMUSG00000031570,0,192,192
ENSMUSG00000029022,0,49,49
ENSMUSG00000008429,0,345,345
ENSMUSG00000030671,0,400,452
ENSMUSG00000020018,0,92,92
ENSMUSG00000035559,0,400,429
ENSMUSG00000047793,6.54E-05,240,240
ENSMUSG00000046671,0,207,207
ENSMUSG00000001366,0,225,225
ENSMUSG00000078532,0,171,171
ENSMUSG00000035933,0,355,355
ENSMUSG00000048279,0,0,0
ENSMUSG00000017132,0,400,486
ENSMUSG00000029213,0,124,124
ENSMUSG00000044636,0,364,364
ENSMUSG00000027811,0,400,584
ENSMUSG00000025134,0,400,559
ENSMUSG00000021250,1.71E-05,400,552
ENSMUSG00000075227,0,274,274
ENSMUSG00000022246,0,400,506
ENSMUSG00000024610,0,0,0
ENSMUSG00000039193,0,0,0
ENSMUSG00000055692,0,400,600
ENSMUSG00000026355,0,292,292
ENSMUSG00000031545,0,400,403
ENSMUSG00000032478,0,0,0
ENSMUSG00000061759,0,400,422
ENSMUSG00000030145,0,139,139
ENSMUSG00000038418,0,315,515
ENSMUSG00000033392,0,0,0
ENSMUSG00000078810,0,0,0
ENSMUSG00000030814,0,166,166
ENSMUSG00000059975,0,0,0
ENSMUSG00000022013,0,165,165
ENSMUSG00000020150,0,185,185
ENSMUSG00000027088,0,309,309
ENSMUSG00000033721,0,258,258
ENSMUSG00000072889,0,339,339
ENSMUSG00000016637,0,131,224
ENSMUSG00000024538,0,290,290
ENSMUSG00000025491,0,0,0
ENSMUSG00000027397,0,400,600
ENSMUSG00000010751,0,0,0
ENSMUSG00000031078,0,0,0
ENSMUSG00000008384,0,183,183
ENSMUSG00000029844,0,294,494
ENSMUSG00000034636,0,88,88
ENSMUSG00000034738,0,0,0
ENSMUSG00000020544,0,400,504
ENSMUSG00000029203,0,400,444
ENSMUSG00000024777,0,138,138
ENSMUSG00000042439,0,0,0
ENSMUSG00000037326,0,400,516
ENSMUSG00000024654,0,0,0
ENSMUSG00000003382,0,213,213
ENSMUSG00000023951,0,241,241
ENSMUSG00000040822,0,42,42
ENSMUSG00000047798,0,0,0
ENSMUSG00000030737,0,0,0
ENSMUSG00000026761,0,165,165
ENSMUSG00000069744,0,0,0
ENSMUSG00000073434,0,327,327
ENSMUSG00000072770,0,0,0
ENSMUSG00000025793,0,400,564
ENSMUSG00000023944,9.94E-06,265,265
ENSMUSG00000075588,0,0,0
ENSMUSG00000004561,0,259,259
ENSMUSG00000028410,0,347,347
ENSMUSG00000030220,0,0,0
ENSMUSG00000022236,0,294,294
ENSMUSG00000055044,0,217,217
ENSMUSG00000046605,0,393,393
ENSMUSG00000028300,0,40,40
ENSMUSG00000032449,0,321,321
ENSMUSG00000033917,0,166,166
ENSMUSG00000040139,0,400,450
ENSMUSG00000022241,0,173,173
ENSMUSG00000032051,0,205,205
ENSMUSG00000073131,0,400,410
ENSMUSG00000053963,0,210,210
ENSMUSG00000004677,0,400,527
ENSMUSG00000059791,0,244,244
ENSMUSG00000024841,0,400,600
ENSMUSG00000003308,0,168,168
ENSMUSG00000063524,0,400,409
ENSMUSG00000051146,0,400,600
ENSMUSG00000049878,0,289,289
ENSMUSG00000027291,0,154,154
ENSMUSG00000030008,0,400,600
ENSMUSG00000035560,0,0,0
ENSMUSG00000023026,0,227,227
ENSMUSG00000028407,0,162,162
ENSMUSG00000001482,0,133,133
ENSMUSG00000020137,0,400,600
ENSMUSG00000089665,0,0,0
ENSMUSG00000000317,0,215,215
ENSMUSG00000020166,0,400,600
ENSMUSG00000021486,0,400,593
ENSMUSG00000026743,0,0,0
ENSMUSG00000061032,0,178,178
ENSMUSG00000020594,0,369,369
ENSMUSG00000020956,0,182,182
ENSMUSG00000004285,0,0,0
ENSMUSG00000022414,0,237,237
ENSMUSG00000089824,0,156,156
ENSMUSG00000025571,0,400,600
ENSMUSG00000028417,0,189,189
ENSMUSG00000069844,0,236,236
ENSMUSG00000035969,0,0,0
ENSMUSG00000061518,0,262,262
ENSMUSG00000005125,3.76E-05,400,565
ENSMUSG00000020605,0,220,220
ENSMUSG00000016028,0,400,522
ENSMUSG00000030435,0,400,600
ENSMUSG00000019877,0,175,175
ENSMUSG00000052889,0,400,536
ENSMUSG00000020362,0,334,334
ENSMUSG00000061455,0,178,178
ENSMUSG00000026073,0,0,0
ENSMUSG00000002679,0,314,314
ENSMUSG00000024349,0,0,0
ENSMUSG00000007589,0,400,401
ENSMUSG00000014243,0,400,600
ENSMUSG00000045679,0,60,60
ENSMUSG00000040722,0,237,237
ENSMUSG00000006392,0,347,347
ENSMUSG00000034252,0,400,600
ENSMUSG00000038644,0,270,270
ENSMUSG00000034271,0,400,600
ENSMUSG00000040990,0,0,0
ENSMUSG00000058064,0,0,0
ENSMUSG00000056131,0,400,600
ENSMUSG00000028970,0,25,25
ENSMUSG00000024604,0,248,248
ENSMUSG00000031669,0,190,190
ENSMUSG00000028709,0,256,256
ENSMUSG00000040410,0,102,102
ENSMUSG00000056608,0,249,249
ENSMUSG00000069565,0,400,422
ENSMUSG00000005102,0,376,376
ENSMUSG00000032867,0,161,161
ENSMUSG00000037788,0,169,169
ENSMUSG00000020220,0,224,224
ENSMUSG00000022808,0,202,202
ENSMUSG00000026409,0,192,192
ENSMUSG00000031095,0,0,0
ENSMUSG00000038543,0,0,0
ENSMUSG00000026806,0,400,600
ENSMUSG00000032212,0,400,600
ENSMUSG00000004460,0,400,600
ENSMUSG00000032374,0,371,371
ENSMUSG00000014763,0,236,236
ENSMUSG00000049676,0,0,0
ENSMUSG00000028675,0,387,387
ENSMUSG00000095440,0,41,41
ENSMUSG00000054277,0,392,392
ENSMUSG00000045251,0,210,210
ENSMUSG00000037089,0,218,218
ENSMUSG00000010517,0,400,400
ENSMUSG00000037710,0,252,252
ENSMUSG00000028199,0,183,183
ENSMUSG00000059708,0,0,0
ENSMUSG00000002881,0,248,248
ENSMUSG00000000600,0,0,0
ENSMUSG00000035125,0,160,160
ENSMUSG00000029599,0,319,319
ENSMUSG00000036103,0,331,331
ENSMUSG00000028452,0,243,243
ENSMUSG00000025010,0,400,414
ENSMUSG00000019883,0,344,344
ENSMUSG00000060373,0,400,481
ENSMUSG00000074093,0,33,33
ENSMUSG00000051238,0,122,122
ENSMUSG00000020132,0,216,216
ENSMUSG00000024926,0,308,308
ENSMUSG00000062456,0,0,0
ENSMUSG00000032305,0,171,171
ENSMUSG00000062083,0,0,0
ENSMUSG00000024556,0,400,600
ENSMUSG00000010608,0,194,194
ENSMUSG00000005447,0,0,0
ENSMUSG00000047669,0,0,0
ENSMUSG00000021156,0,400,494
ENSMUSG00000028251,0,0,0
ENSMUSG00000034940,0,203,203
ENSMUSG00000078485,0,0,0
ENSMUSG00000032046,0,182,182
ENSMUSG00000027680,0,400,600
ENSMUSG00000062098,0,129,129
ENSMUSG00000015937,0,252,252
ENSMUSG00000046707,0,0,0
ENSMUSG00000024644,0,0,0
ENSMUSG00000021556,0,0,0
ENSMUSG00000068250,0,0,0
ENSMUSG00000046822,0,0,0
ENSMUSG00000070002,0,400,600
ENSMUSG00000034729,0,147,147
ENSMUSG00000017999,0,103,103
ENSMUSG00000029627,0,173,173
ENSMUSG00000003452,0,0,0
ENSMUSG00000029465,0,198,198
ENSMUSG00000059323,0,0,0
ENSMUSG00000042148,0,322,322
ENSMUSG00000019370,0,400,406
ENSMUSG00000024667,0,327,327
ENSMUSG00000089911,0,168,168
ENSMUSG00000035469,0,394,394
ENSMUSG00000022551,0,157,157
ENSMUSG00000022790,0,224,224
ENSMUSG00000029557,0,212,212
ENSMUSG00000037503,0,200,200
ENSMUSG00000023806,0,400,531
ENSMUSG00000050538,0,0,0
ENSMUSG00000047388,0,41,41
ENSMUSG00000026809,0,196,104
ENSMUSG00000042211,0,281,281
ENSMUSG00000029407,0,400,412
ENSMUSG00000022364,0,192,192
ENSMUSG00000022574,0,0,0
ENSMUSG00000033863,0,400,447
ENSMUSG00000055943,0,224,224
ENSMUSG00000044475,0,125,125
ENSMUSG00000018740,0,400,514
ENSMUSG00000034987,0,202,202
ENSMUSG00000021236,0,261,261
ENSMUSG00000000884,0,336,336
ENSMUSG00000017400,0,60,60
ENSMUSG00000029600,0,369,569
ENSMUSG00000042570,0,156,156
ENSMUSG00000031647,0,400,600
ENSMUSG00000019992,0,248,248
ENSMUSG00000058486,0,149,149
ENSMUSG00000045053,0,150,150
ENSMUSG00000031758,0,95,295
ENSMUSG00000041408,0,400,600
ENSMUSG00000057894,0,131,131
ENSMUSG00000042505,0,262,262
ENSMUSG00000019841,0,400,600
ENSMUSG00000054942,0,214,214
ENSMUSG00000002102,0,183,183
ENSMUSG00000098923,0,400,435
ENSMUSG00000028614,0,127,127
ENSMUSG00000017801,0,189,189
ENSMUSG00000035121,0,0,0
ENSMUSG00000041775,0,400,600
ENSMUSG00000039473,0,400,600
ENSMUSG00000025701,0,132,132
ENSMUSG00000064246,0,0,0
ENSMUSG00000018442,0,235,235
ENSMUSG00000059439,0,336,536
ENSMUSG00000036181,2.36E-05,200,200
ENSMUSG00000039253,0,0,0
ENSMUSG00000021327,0,125,125
ENSMUSG00000037958,0,352,352
ENSMUSG00000031490,0,140,140
ENSMUSG00000044447,0,400,504
ENSMUSG00000019489,0,0,0
ENSMUSG00000040446,0,224,224
ENSMUSG00000020803,0,400,600
ENSMUSG00000033793,0,141,141
ENSMUSG00000038095,0,400,600
ENSMUSG00000021277,0,207,207
ENSMUSG00000001053,0,397,397
ENSMUSG00000029592,0,305,305
ENSMUSG00000049521,0,329,329
ENSMUSG00000041712,0,400,600
ENSMUSG00000048142,0,345,345
ENSMUSG00000057191,0,0,0
ENSMUSG00000020078,0,400,600
ENSMUSG00000042992,0,162,162
ENSMUSG00000028568,0,286,286
ENSMUSG00000001380,0,400,418
ENSMUSG00000043909,0,330,330
ENSMUSG00000021514,0,200,200
ENSMUSG00000029474,0,242,242
ENSMUSG00000020409,0,177,177
ENSMUSG00000001964,0,211,211
ENSMUSG00000004462,0,400,600
ENSMUSG00000027439,0,184,184
ENSMUSG00000032114,0,0,0
ENSMUSG00000040596,0,333,333
ENSMUSG00000051817,0,400,600
ENSMUSG00000071662,0,0,0
ENSMUSG00000026812,0,400,457
ENSMUSG00000027569,0,218,218
ENSMUSG00000020496,0,0,0
ENSMUSG00000073436,0,400,538
ENSMUSG00000055553,0,184,184
ENSMUSG00000001588,0,0,0
ENSMUSG00000054693,0,393,393
ENSMUSG00000063810,0,211,211
ENSMUSG00000078970,0,108,308
ENSMUSG00000055239,0,400,541
ENSMUSG00000006289,0,351,551
ENSMUSG00000073755,0,347,347
ENSMUSG00000026276,0,400,600
ENSMUSG00000038525,0,0,0
ENSMUSG00000018593,0,0,0
ENSMUSG00000078439,0,0,0
ENSMUSG00000094777,0,400,600
ENSMUSG00000042473,0,0,0
ENSMUSG00000036819,0,276,276
ENSMUSG00000037217,0,358,358
ENSMUSG00000055538,0,400,435
ENSMUSG00000034917,0,0,0
ENSMUSG00000005846,0,400,510
ENSMUSG00000025920,0,0,0
ENSMUSG00000078134,0,0,0
ENSMUSG00000022546,0,0,0
ENSMUSG00000024816,0,275,275
ENSMUSG00000026972,0,107,107
ENSMUSG00000066324,0,177,177
ENSMUSG00000027671,0,236,236
ENSMUSG00000022325,0,188,188
ENSMUSG00000002486,0,96,96
ENSMUSG00000068706,0,0,0
ENSMUSG00000005148,0,357,357
ENSMUSG00000059278,0,400,548
ENSMUSG00000102976,0,164,164
ENSMUSG00000025521,0,134,134
ENSMUSG00000061079,0,400,600
ENSMUSG00000059554,0,0,0
ENSMUSG00000004637,0,204,204
ENSMUSG00000070390,0,0,0
ENSMUSG00000032116,0,400,426
ENSMUSG00000038147,0,0,0
ENSMUSG00000025138,0,155,155
ENSMUSG00000041915,0,400,563
ENSMUSG00000020044,0,208,208
ENSMUSG00000026087,0,215,215
ENSMUSG00000005107,0,0,0
ENSMUSG00000033845,0,175,175
ENSMUSG00000040681,0,400,583
ENSMUSG00000026837,0,362,362
ENSMUSG00000051329,0,0,0
ENSMUSG00000031754,0,74,274
ENSMUSG00000070713,0,0,0
ENSMUSG00000021097,0,0,0
ENSMUSG00000022451,0,165,165
ENSMUSG00000030745,0,0,0
ENSMUSG00000051735,0,0,0
ENSMUSG00000066613,0,0,0
ENSMUSG00000002963,0,208,208
ENSMUSG00000041298,0,400,600
ENSMUSG00000057531,0,235,235
ENSMUSG00000028393,0,358,358
ENSMUSG00000033685,0,232,232
ENSMUSG00000049130,0,0,0
ENSMUSG00000074064,0,400,429
ENSMUSG00000062044,0,0,0
ENSMUSG00000073705,0,185,185
ENSMUSG00000029208,0,306,306
ENSMUSG00000078780,0,0,0
ENSMUSG00000015747,0,0,0
ENSMUSG00000045639,0,0,0
ENSMUSG00000098188,0,400,600
ENSMUSG00000032462,0,400,600
ENSMUSG00000034292,0,330,330
ENSMUSG00000049184,0,248,448
ENSMUSG00000040280,0,0,0
ENSMUSG00000038271,0,0,0
ENSMUSG00000043421,0,220,220
ENSMUSG00000028811,0,400,600
ENSMUSG00000027433,0,336,336
ENSMUSG00000060538,0,0,0
ENSMUSG00000063663,0,46,46
ENSMUSG00000030201,0,400,600
ENSMUSG00000017776,0,238,238
ENSMUSG00000022420,0,260,260
ENSMUSG00000070493,0,0,0
ENSMUSG00000020687,0,400,455
ENSMUSG00000023393,0,0,0
ENSMUSG00000027204,0,208,208
ENSMUSG00000024309,0,400,600
ENSMUSG00000037286,0,400,600
ENSMUSG00000070426,0,336,536
ENSMUSG00000022701,0,0,0
ENSMUSG00000046101,0,0,0
ENSMUSG00000039298,0,355,355
ENSMUSG00000003123,0,0,0
ENSMUSG00000022711,0,400,521
ENSMUSG00000006519,0,129,129
ENSMUSG00000022369,0,298,298
ENSMUSG00000031391,0,0,0
ENSMUSG00000026017,0,0,0
ENSMUSG00000021550,0,279,279
ENSMUSG00000013155,0,312,312
ENSMUSG00000029462,0,400,481
ENSMUSG00000041147,0,0,0
ENSMUSG00000074634,0,400,600
ENSMUSG00000017774,0,125,125
ENSMUSG00000028883,0,0,0
ENSMUSG00000038014,0,400,600
ENSMUSG00000060131,0,0,0
ENSMUSG00000005370,0,400,470
ENSMUSG00000068036,0,400,600
ENSMUSG00000020821,0,400,600
ENSMUSG00000040327,0,147,147
ENSMUSG00000040455,0,188,188
ENSMUSG00000029705,0,400,600
ENSMUSG00000024974,0,400,492
ENSMUSG00000002625,0,400,417
ENSMUSG00000031974,0,205,205
ENSMUSG00000031889,0,178,178
ENSMUSG00000032030,0,213,213
ENSMUSG00000027863,0,0,0
ENSMUSG00000038990,0,270,270
ENSMUSG00000064090,0,0,0
ENSMUSG00000029047,0,209,209
ENSMUSG00000018143,0,247,247
ENSMUSG00000031257,0,0,0
ENSMUSG00000030793,0,0,0
ENSMUSG00000055491,0,105,105
ENSMUSG00000024518,0,46,46
ENSMUSG00000038366,0,320,320
ENSMUSG00000020520,0,400,589
ENSMUSG00000020482,0,262,262
ENSMUSG00000024948,0,7,7
ENSMUSG00000071398,0,0,0
ENSMUSG00000033819,0,170,170
ENSMUSG00000078899,0,0,0
ENSMUSG00000005054,0,137,137
ENSMUSG00000031925,0,0,0
ENSMUSG00000029661,0,0,0
ENSMUSG00000069495,0,400,574
ENSMUSG00000057649,0,400,594
ENSMUSG00000036112,0,181,181
ENSMUSG00000090110,0,259,259
ENSMUSG00000008333,0,209,209
ENSMUSG00000020674,0,197,197
ENSMUSG00000028467,0,400,424
